id,genres,vote_average,vote_count,name,developer,publisher
4571,Action|Adventure|Puzzle|Simulation|Story Rich|RPG|Strategy|Casual|Atmospheric|Arcade|,1.5,7910, Hexaluga  Weapon and Shield ,Hexaluga,Hexaluga
4572,Action|Simulation|,4.2,8572,Holopoint,Alzan Studios| LLC,Alzan Studios| LLC
4573,Action|2D|Casual|,0.8,7757,Western Press,Bandit-1,Bandit-1
4574,Adventure|Strategy|Casual|,3.5,8426,Fort Defense,Creobit,Creobit
4575,Adventure|,3.6,1719,Detective Gallo,Footprints Games,Footprints Games
4576,Puzzle|Strategy|Casual|,4.0,1741,Art Of Gravity,Hamster On Coke Games,Hamster On Coke Games
4577,2D|Action|Sci-fi|Adventure|Puzzle|,4.7,6479,VVVVVV,Terry Cavanagh,Terry Cavanagh
4578,Action|Adventure|Simulation|Colorful|Strategy|Atmospheric|,4.2,2512,Feed and Grow: Fish,Old B1ood,Old B1ood
4579,Adventure|Puzzle|Horror|Story Rich|Casual|Atmospheric|,4.1,8273,Ether One,White Paper Games,White Paper Games
4580,Action|,3.8,1416,Shooting Hurts,Jakob Vidal,Jakob Vidal
4581,2D|Action|Adventure|Horror|Simulation|RPG|Atmospheric|,5.0,1622,Lone Survivor: The Director's Cut,Jasper Byrne,Jasper Byrne
4582,Simulation|,3.7,9284,F1 2012,Codemasters Birmingham,Codemasters Birmingham
4583,Action|Adventure|,3.0,3967,Asterix & Obelix XXL 2,OSome Studio,OSome Studio
4584,Adventure|Simulation|Strategy|Casual|Atmospheric|,1.9,1001,Wildlife Park 2,b-alive gmbh,b-alive gmbh
4585,Adventure|RPG|,4.6,8973,TUG,Nerd Kingdom Inc.,Nerd Kingdom Inc.
4586,Action|2D|Adventure|RPG|Fantasy|Story Rich|Arcade|,1.5,534,Sword of the Necromancer - Prologue,Grimorio of Games,Grimorio of Games
4587,Action|Simulation|Strategy|,3.4,9687,Men of War: Assault Squad 2 - Cold War,Digitalmindsoft,Digitalmindsoft
4588,Adventure|Horror|Story Rich|Atmospheric|,3.8,2280,Late Shift,CtrlMovie,CtrlMovie
4589,Simulation|Casual|Atmospheric|,3.4,922,The Tenants,Ancient Forge Studio,Ancient Forge Studio
4590,Action|2D|Story Rich|Strategy|Casual|,4.6,6853,Tooth and Tail,Pocketwatch Games,Pocketwatch Games
4591,Action|Adventure|,0.2,5737,Power Hover,Oddrok,Oddrok
4592,2D|Action|Puzzle|Adventure|Fantasy|Casual|Atmospheric|,2.9,924,Life Goes On: Done to Death,Infinite Monkeys Entertainment Ltd.,Infinite Monkeys Entertainment Ltd.
4593,Action|Simulation|,1.9,4568,Ship Simulator: Maritime Search and Rescue,Reality Twist GmbH,Reality Twist GmbH
4594,Casual|,0.4,7442,Use Your Words,Smiling Buddha Games| LLC,Smiling Buddha Games| LLC
4595,Simulation|,2.6,4303,VR Paradise,Totem Entertainment,Totem Entertainment
4596,Action|Sci-fi|2D|Puzzle|Adventure|Casual|,4.1,5421,Rochard,Recoil Games,Recoil Games
4597,Simulation|Casual|Arcade|,4.6,9641,Colin McRae Rally,Codemasters Digital,Codemasters Digital
4598,Sci-fi|Story Rich|Casual|Atmospheric|,3.7,2782,Snowdome,Lunatic Works,Lunatic Works
4599,Action|2D|Sci-fi|Casual|Arcade|,2.4,598,Bit Blaster XL,Adamvision Studios,Adamvision Studios
4600,Action|Colorful|FPS|Arcade|,1.1,3963,Cyber Hook,Blazing Stick,Blazing Stick
4601,Action|2D|Adventure|RPG|,4.7,4524,Dungeon Munchies,maJAJa,maJAJa
4602,Adventure|,2.7,2075,Alter Ego,bitComposer Games,bitComposer Games
4603,2D|Action|Sci-fi|Casual|Arcade|,3.8,5736,Escape from the Cosmic Abyss,eh_jogos,eh_jogos
4604,Action|,4.9,9585,Freedom Fighters,IO Interactive A\/S,IO Interactive A\/S
4605,Simulation|RPG|Strategy|Atmospheric|,3.6,1812,Omerta - City of Gangsters,Haemimont Games,Haemimont Games
4606,2D|Simulation|,2.2,3017,Airline Tycoon Deluxe,Spellbound,Spellbound
4607,Sci-fi|Adventure|RPG|,4.7,3387,StarCrawlers,Juggernaut Games,Juggernaut Games
4608,Action|Adventure|Horror|Casual|Atmospheric|,0.0,6350,Captivity,Trauma,Trauma
4609,Action|Sci-fi|Adventure|Simulation|RPG|Strategy|Atmospheric|,4.4,2258,Gaia,Eternal Stardust Studios,Eternal Stardust Studios
4610,Action|,3.5,3702,Burnin' Rubber 5 HD,Xform,Xform
4611,Puzzle|RPG|Fantasy|,2.3,6606,The Bard's Tale IV: Director's Cut,inXile Entertainment,inXile Entertainment
4612,Simulation|Strategy|,2.9,1447,Timber and Stone,Games by Robert| LLC,Games by Robert| LLC
4613,Puzzle|Simulation|RPG|,0.7,9964,hackmud,Drizzly Bear,Drizzly Bear
4614,Casual|,2.6,1653,Fairy Rescue,For Kids,For Kids
4615,Strategy|,0.8,8881,War War,Verto Studio LLC,Verto Studio LLC
4616,2D|Adventure|RPG|Fantasy|Story Rich|,2.2,9631,Crystal Ortha,Hit-Point Co.|Ltd.,Hit-Point Co.|Ltd.
4617,Action|2D|Arcade|Atmospheric|,2.4,2295,Deep Space Shooter,Altair Game,Altair Game
4618,Action|Puzzle|Horror|Strategy|,4.6,2918,Help Me Now,Lucas Lopes Baroni,Lucas Lopes Baroni
4619,Action|Adventure|Fantasy|,4.5,7361,RWBY: Grimm Eclipse,Rooster Teeth Games,Rooster Teeth Games
4620,Action|Sci-fi|RPG|FPS|,3.4,5403,3089 -- Futuristic Action RPG,Phr00t's Software,Phr00t's Software
4621,Colorful|RPG|,0.3,9063,Coin Crypt,Greg Lobanov,Greg Lobanov
4622,Action|Strategy|,0.8,868,Fault,Strange Matter Studios,Strange Matter Studios
4623,Simulation|RPG|Fantasy|Strategy|,1.1,9403,Game of Thrones Winter is Coming,YOUZU (SINGAPORE) PTE. LTD.,YOUZU (SINGAPORE) PTE. LTD.
4624,Action|Simulation|FPS|Strategy|,2.8,3015,ARMA: Gold Edition,Bohemia Interactive,Bohemia Interactive
4625,Action|Adventure|Puzzle|Casual|Atmospheric|,2.9,642,Scrap Garden - The Day Before,Egidijus Bachur|Alexey Davydov,Egidijus Bachur|Alexey Davydov
4626,2D|Colorful|RPG|Story Rich|Fantasy|,3.8,6413,Nocturne: Prelude,Pracy Studios,Pracy Studios
4627,2D|Simulation|Strategy|,1.7,2422,Airport CEO,Apoapsis Studios,Apoapsis Studios
4628,2D|Adventure|RPG|Fantasy|Story Rich|Strategy|,0.7,5195,Fantasy Grounds,SmiteWorks USA| LLC,SmiteWorks USA| LLC
4629,Adventure|RPG|,1.5,9919,Renegade Grounds: Episode 1,Astronomic Games,Astronomic Games
4630,Casual|,1.2,1310,Snik,Cleverweek,Cleverweek
4631,Action|FPS|,4.8,6060,Tales of Destruction,Tero Lunkka,Tero Lunkka
4632,Adventure|Simulation|Casual|,3.6,2324,SurrealVR,Surreal Games,Surreal Games
4633,Simulation|Casual|,4.6,2595,Snooker-online multiplayer snooker game!,TTCX Inc.,TTCX Inc.
4634,Action|Adventure|Puzzle|RPG|Fantasy|,0.7,937, ,QZQ Studio,QZQ Studio
4635,Action|2D|Horror|Casual|Arcade|,2.1,9270,Insanity's Blade,Causal Bit Games Inc.,Causal Bit Games Inc.
4636,Action|Casual|,0.3,8449,Space Beret,Amaterasu Software,Amaterasu Software
4637,Action|Adventure|RPG|,2.2,3166,Tree of Life,OddOneGames,OddOneGames
4638,Strategy|,1.3,826,Dominus Galaxia: KS Edition,StarChart-Interactive,StarChart-Interactive
4639,Casual|,1.6,9382,Stop Online - Battle of Words,BRHP,BRHP
4640,2D|Action|Simulation|Colorful|RPG|Story Rich|Fantasy|,1.4,9306,Crystalline,PixelFade Inc,PixelFade Inc
4641,Action|Horror|FPS|Casual|Atmospheric|,1.8,5873,Umbrella Corps,CAPCOM,CAPCOM
4642,Sci-fi|Simulation|Strategy|,0.8,8155,Slizer Battle Management System,slizer88,slizer88
4643,Sci-fi|Action|RPG|Strategy|,3.8,2473,Space Hulk: Ascension,Full Control Studios,Full Control Studios
4644,Horror|Casual|,0.1,8572,School Grounds,JubleLemonSeed,JubleLemonSeed
4645,Action|2D|Puzzle|,1.1,4106,Escape Goat,MagicalTimeBean,MagicalTimeBean
4646,Action|,1.3,4432,SpellKnights,Mechanical Boss,Mechanical Boss
4647,2D|Adventure|Puzzle|Story Rich|,2.4,5093,Lilly Looking Through,Geeta Games,Geeta Games
4648,Simulation|,3.7,5961,Climbey,Brian Lindenhof,Brian Lindenhof
4649,Action|Sci-fi|Horror|FPS|Atmospheric|,0.5,5974,Dead Effect,BadFly Interactive| a.s.,BadFly Interactive| a.s.
4650,Sci-fi|2D|Adventure|RPG|Strategy|Casual|,0.9,3003,Shattered Planet,Kitfox Games,Kitfox Games
4651,Action|Simulation|Strategy|Casual|,0.6,1048,Construction Simulator 2015,weltenbauer. Software Entwicklung GmbH,weltenbauer. Software Entwicklung GmbH
4652,Action|Sci-fi|2D|Arcade|,2.4,6107,Droid Assault,Puppygames,Puppygames
4653,Action|Casual|,0.8,3293,BomberZone,Dracula Bytes,Dracula Bytes
4654,Sci-fi|Action|Puzzle|Simulation|Strategy|,3.5,6441,Hardspace: Shipbreaker,Blackbird Interactive,Blackbird Interactive
4655,Action|2D|,4.4,8107,My Friend Pedro,DeadToast Entertainment,DeadToast Entertainment
4656,2D|Puzzle|Adventure|Story Rich|Atmospheric|,0.2,4148,Tangle Tower,SFB Games,SFB Games
4657,Adventure|Casual|,0.1,5944,Twilight Town,Absolutist Ltd.,Absolutist Ltd.
4658,Action|Sci-fi|Arcade|,3.3,3412,Alien Breed 3: Descent,Team17 Digital Ltd,Team17 Digital Ltd
4659,Action|FPS|,3.4,4041,Murnatan,AAAGAMES,AAAGAMES
4660,2D|Action|Adventure|Horror|RPG|Strategy|,0.8,871,The Escapists: The Walking Dead,Team17 Digital Ltd,Team17 Digital Ltd
4661,Adventure|Casual|,4.5,2862,Hidden Object Bundle 5 in 1,Alawar Entertainment,Alawar Entertainment
4662,Action|Adventure|Casual|,0.3,3171,FootRock,diman production,diman production
4663,Action|2D|Sci-fi|Adventure|RPG|Strategy|Atmospheric|,4.7,1209,SteamWorld Heist,Image & Form Games,Image & Form Games
4664,Simulation|,4.0,1937,SimpleRockets 2,Jundroo| LLC,Jundroo| LLC
4665,2D|Simulation|Strategy|,1.8,3092,Radio Commander,Serious Sim,Serious Sim
4666,RPG|Fantasy|Atmospheric|,1.2,4052,Astellia,Studio 8,Studio 8
4667,Action|Adventure|Horror|Atmospheric|,1.1,6911,Wick,Hellbent Games,Hellbent Games
4668,Action|Adventure|Simulation|FPS|Casual|,4.2,3475,Poly Squad,OXO Games,OXO Games
4669,Action|Adventure|Fantasy|,3.8,6198,Prince of Persia: The Forgotten Sands,Ubisoft Montreal,Ubisoft Montreal
4670,2D|,0.9,9458,Cloudberry Kingdom,Pwnee Studios,Pwnee Studios
4671,RPG|Casual|,1.6,7358,Heroes & Legends: Conquerors of Kolhar,Cuve Games,Cuve Games
4672,Simulation|Casual|,0.1,7698,Optimum Link,Protoria Studios,Protoria Studios
4673,Action|Horror|Simulation|Story Rich|Strategy|Atmospheric|,4.2,4133,Five Nights at Freddy's 4,Scott Cawthon,Scott Cawthon
4674,Action|Horror|FPS|Casual|,4.4,5873,Hide vs. Seek,Brave Little Studios,Brave Little Studios
4675,Action|Horror|FPS|,0.3,4670,Last Tide,Digital Confectioners,Digital Confectioners
4676,Adventure|Simulation|Story Rich|Casual|,2.3,4682,Kidnapped Girl,TroyHolman,TroyHolman
4677,Action|Sci-fi|Horror|Arcade|,0.9,8660,Alien Breed 2: Assault,Team17 Digital Ltd,Team17 Digital Ltd
4678,Sci-fi|Adventure|Strategy|,0.6,6474,DG2: Defense Grid 2,Hidden Path Entertainment,Hidden Path Entertainment
4679,Adventure|Horror|,0.1,3364,Wooden Floor,pheenix93,pheenix93
4680,Action|,4.8,592,BeatBlasters III,Chainsawesome Games,Chainsawesome Games
4681,2D|Strategy|,0.9,673,Earth Elements,Jack G,Jack G
4682,Strategy|,2.3,2165,Retaliation: Enemy Mine,XTeam Software Solutions srls,XTeam Software Solutions srls
4683,Simulation|Strategy|Atmospheric|,1.7,1398,The Last Haven,Thunder Devs.,Thunder Devs.
4684,Action|Colorful|FPS|,3.9,5917,Shotgun Farmers,Megastorm Games,Megastorm Games
4685,Sci-fi|Puzzle|Adventure|Story Rich|Atmospheric|,0.8,1583,Tales of the Neon Sea,Palm Pioneer,Palm Pioneer
4686,2D|RPG|Story Rich|Casual|,2.4,7880,Chronicles of a Dark Lord: Rhapsody Clash,Kisareth Studios,Kisareth Studios
4687,,2.4,8397,Borderless Gaming,AndrewMD5|Codeusa,AndrewMD5|Codeusa
4688,Action|Strategy|Casual|,4.7,3378,PROP AND SEEK,Vidibidi Games®,Vidibidi Games®
4689,Strategy|,2.4,2165,Cubemen,3 Sprockets,3 Sprockets
4690,2D|Simulation|Strategy|Casual|,3.5,549,1849,SomaSim,SomaSim
4691,2D|Action|,2.0,5791,Boring Man - Online Tactical Stickman Combat,Spasman Games,Spasman Games
4692,2D|Action|Fantasy|Story Rich|Casual|Arcade|,4.2,3656,Touhou Tenkuushou ~ Hidden Star in Four Seasons.,上海アリス幻樂団,上海アリス幻樂団
4693,Simulation|Story Rich|Casual|,2.9,753,Last Days of Spring Visual Novel,Sapphire Dragon Productions,Sapphire Dragon Productions
4694,Action|RPG|Fantasy|,0.2,2288,Dungeons and Dragons: Daggerdale,Bedlam Games,Bedlam Games
4695,Simulation|,0.1,2071,KartKraft,Black Delta,Black Delta
4696,Action|Sci-fi|FPS|Arcade|,4.9,1842,Aim: Warmup,Gamegarden,Gamegarden
4697,Action|,0.7,1620,Monster Bash,Apogee Software,Apogee Software
4698,Casual|,1.4,2039,Lunnye Devitsy,Boss Baddie,Boss Baddie
4699,2D|Story Rich|Casual|,3.5,2792,NEKOPARA Vol. 0,NEKO WORKs,NEKO WORKs
4700,Adventure|RPG|Fantasy|,4.8,4347,Driftmoon,Ville Mönkkönen|Anne Mönkkönen,Ville Mönkkönen|Anne Mönkkönen
4701,Action|Adventure|FPS|,4.0,7947,Operation Breakout,SGTTB_Studios|Phanom Games,SGTTB_Studios|Phanom Games
4702,Action|Adventure|RPG|Fantasy|Strategy|,1.8,5651,The fall of gods,GeexGames,GeexGames
4703,Adventure|RPG|,0.6,2539,Krai Mira: Extended Cut,TallTech studio,TallTech studio
4704,Action|Sci-fi|2D|Adventure|Puzzle|Atmospheric|,2.6,5647,Another World  20th Anniversary Edition,Eric Chahi|DotEmu,Eric Chahi|DotEmu
4705,Adventure|RPG|Fantasy|Strategy|Atmospheric|,0.2,8375,Apollyon: River of Life,Thuynder,Thuynder
4706,Adventure|RPG|,0.9,5968,Atulos Online,Parallaxian Pty Ltd,Parallaxian Pty Ltd
4707,Strategy|,3.1,5540,Collective: the Community Created Card Game,Odious Studios LLC,Odious Studios LLC
4708,Action|Horror|Casual|,1.5,7428,A Siren's Call VR: The Calling,Raven Blood Entertainment,Raven Blood Entertainment
4709,2D|Adventure|Colorful|Story Rich|Fantasy|,2.3,930,Frog's Princess,Joy Everafter Stories,Joy Everafter Stories
4710,Puzzle|Adventure|Horror|Casual|Atmospheric|,0.2,787,We Were Here Too,Total Mayhem Games,Total Mayhem Games
4711,Action|2D|Adventure|Colorful|,0.8,8116,INK,ZackBellGames,ZackBellGames
4712,2D|Puzzle|Adventure|Horror|Colorful|Story Rich|Casual|,3.2,519,Adventure Escape Mysteries,Haiku Games Co,Haiku Games Co
4713,2D|Adventure|RPG|Story Rich|Casual|,1.3,2159,Dangerous High School Girls in Trouble!,Mousechief,Mousechief
4714,2D|Adventure|Puzzle|Horror|Casual|Atmospheric|,2.9,2524,The Panic Room. House of secrets,GameXP.com,GameXP.com
4715,2D|Adventure|Puzzle|Colorful|Story Rich|Casual|,4.9,6347,Tukoni,Oksana Bula|Alexey Furman|Alexey Sysoiev,Oksana Bula|Alexey Furman|Alexey Sysoiev
4716,2D|Adventure|Puzzle|Horror|Casual|Atmospheric|,2.4,8889,Misao: Definitive Edition,sen,sen
4717,Casual|,4.8,8640,Fruit Postal Service,Fruit Postal Service,Fruit Postal Service
4718,,1.1,9623,FINAL FANTASY XV WINDOWS EDITION MOD ORGANIZER,Square Enix,Square Enix
4719,2D|Adventure|Horror|RPG|Story Rich|Strategy|Atmospheric|,1.8,4612,Stygian: Reign of the Old Ones,Cultic Games,Cultic Games
4720,Action|Casual|,4.6,2571,HRDINA,Bartoš Studio,Bartoš Studio
4721,Action|Adventure|Strategy|,2.0,5802,Planetoid,GameWriterStudio,GameWriterStudio
4722,Action|Adventure|Simulation|Casual|,0.8,8271,Adventure Climb VR,MXTreality,MXTreality
4723,Action|2D|,4.7,5197,Fireboy & Watergirl: Elements,Oslo Albet,Oslo Albet
4724,Action|Sci-fi|Simulation|Strategy|Atmospheric|,3.4,5833,Earth 2160,Reality Pump Studios,Reality Pump Studios
4725,Strategy|Arcade|,2.4,8415,World of Soccer RELOADED,JoneH|Dominik|Bonança|domi383,JoneH|Dominik|Bonança|domi383
4726,Action|2D|Sci-fi|Casual|Arcade|,1.4,1908,WOLFLAME,ASTRO PORT,ASTRO PORT
4727,Action|Strategy|Arcade|,3.3,4027,Okhlos: Omega,Coffee Powered Machine,Coffee Powered Machine
4728,Action|Horror|FPS|Atmospheric|,4.3,6059,Legendary,Spark Unlimited,Spark Unlimited
4729,Action|Horror|Strategy|,0.4,9129,Unfortunate Spacemen,Geoff 'Zag' Keene,Geoff 'Zag' Keene
4730,Action|Adventure|Horror|Story Rich|Atmospheric|,1.8,1952,Agony,Madmind Studio,Madmind Studio
4731,2D|Story Rich|Casual|,3.9,9499,Doodle Date,Nicholas Lives,Nicholas Lives
4732,Puzzle|Adventure|Story Rich|Atmospheric|,4.9,8016,The Sexy Brutale,Cavalier Game Studios|Tequila Works,Cavalier Game Studios|Tequila Works
4733,Simulation|Horror|Atmospheric|,3.7,2630,Signal Simulator,Blagovest Penev,Blagovest Penev
4734,2D|Colorful|Casual|,4.5,5402,Achievement Machine,Gamenesis,Gamenesis
4735,Adventure|,0.7,9349,Hell Breaker,bHaptics Inc.,bHaptics Inc.
4736,Action|Sci-fi|Adventure|Strategy|,2.9,2931,Spacelords,MercurySteam,MercurySteam
4737,Action|Simulation|,1.0,575,WWE 2K16,Visual Concepts|Yuke's Co.| LTD,Visual Concepts|Yuke's Co.| LTD
4738,2D|Adventure|Story Rich|Casual|,1.3,1719,Detective Butler: Maiden Voyage Murder,Goldbar Games,Goldbar Games
4739,Action|Puzzle|Simulation|Strategy|,0.7,2175,Teardown,Tuxedo Labs,Tuxedo Labs
4740,Simulation|Casual|Atmospheric|,2.0,4459,Farming Simulator 2013 Titanium Edition,Giants Software,Giants Software
4741,Simulation|,0.6,9024,ProjectM : Dream,EVR Studio,EVR Studio
4742,Sci-fi|Strategy|,0.1,9480,Harvest: Massive Encounter,Oxeye Game Studio,Oxeye Game Studio
4743,Action|Adventure|RPG|Fantasy|Story Rich|,3.8,2835,The Incredible Adventures of Van Helsing: Final Cut,NeocoreGames,NeocoreGames
4744,Adventure|Puzzle|Casual|,4.6,7863,Lume,State of Play Games,State of Play Games
4745,Adventure|RPG|Story Rich|,1.6,7078,Dark Elf,ONEONE1,ONEONE1
4746,2D|Adventure|Puzzle|Horror|Story Rich|Atmospheric|,2.9,1605,THE NORMAL THING,Orata Studio,Orata Studio
4747,Action|Adventure|RPG|Casual|,1.5,1546,MyDream,MyDream Interactive| Inc,MyDream Interactive| Inc
4748,Horror|,3.9,6197,Deserving Life,Lukas Paul| Gabriel Mittermair,Lukas Paul| Gabriel Mittermair
4749,Puzzle|Story Rich|Casual|,3.5,3081,Pat & Mat,Centauri Production,Centauri Production
4750,Action|RPG|Story Rich|,3.1,7955,Tokyo Xanadu eX+,Nihon Falcom,Nihon Falcom
4751,Adventure|RPG|Casual|,1.2,3958,Hope for City,Cloaz Studio,Cloaz Studio
4752,Action|,0.4,568,Bombinator,Solid Patterns,Solid Patterns
4753,2D|Adventure|Story Rich|RPG|Strategy|,1.5,4569,Curious Expedition,Maschinen-Mensch,Maschinen-Mensch
4754,Action|Casual|,3.1,3516,Ski Sniper,Crazy Rocks,Crazy Rocks
4755,Action|2D|Adventure|RPG|,1.4,9061,Spaceship Looter,Luxorix Games,Luxorix Games
4756,2D|Adventure|Puzzle|Horror|RPG|Story Rich|Strategy|,4.0,5089,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,Arc System Works|TOYBOX Inc.,Arc System Works|TOYBOX Inc.
4757,Adventure|RPG|Fantasy|,3.2,8924,Cube World,Picroma,Picroma
4758,Sci-fi|Adventure|Colorful|Casual|Atmospheric|,4.4,9409,Grow Up,Reflections| a Ubisoft Studio,Reflections| a Ubisoft Studio
4759,Adventure|RPG|Atmospheric|,1.9,7400,Hylics,Mason Lindroth,Mason Lindroth
4760,2D|Adventure|Colorful|RPG|Story Rich|Fantasy|Casual|,2.2,4975,LiEat,△○□× (Miwashiba),△○□× (Miwashiba)
4761,Adventure|Puzzle|Story Rich|Casual|,0.6,7715,Myst III: Exile,Presto Studios,Presto Studios
4762,Action|2D|Puzzle|Casual|Arcade|,0.1,6354,Brother Wings,Brogames,Brogames
4763,2D|Action|Puzzle|Adventure|Story Rich|Casual|Atmospheric|,2.6,5723,Type:Rider,Ex Nihilo|ARTE France,Ex Nihilo|ARTE France
4764,Action|Adventure|Horror|Story Rich|,4.7,8155,Conan the mighty pig,Mihai Morosanu,Mihai Morosanu
4765,Casual|,2.0,2619,Gift Girl,3DPet,3DPet
4766,2D|Simulation|Strategy|Casual|,0.0,4001,Bronze Age - HD Edition,Clarus Victoria,Clarus Victoria
4767,Action|Sci-fi|Strategy|,4.9,5771,Fortified,Clapfoot,Clapfoot
4768,Sci-fi|Action|Strategy|Atmospheric|,0.6,5359,Total Annihilation,Cavedog Entertainment,Cavedog Entertainment
4769,Adventure|Puzzle|Story Rich|RPG|Casual|Atmospheric|,0.7,6436,Last Day of June,Ovosonico,Ovosonico
4770,Action|Puzzle|Adventure|Casual|Arcade|,0.0,4104,Dragon VR,Anvio,Anvio
4771,,1.0,8416,Super Switch,David Mulder,David Mulder
4772,Arcade|,4.9,2811,Super Killer Hornet: Resurrection,Flump Studios,Flump Studios
4773,Action|,4.0,7147,ALLTYNEX Second,SITER SKAIN,SITER SKAIN
4774,2D|Casual|Arcade|Atmospheric|,4.8,8715,Rise 2.0,Baconation,Baconation
4775,2D|RPG|Strategy|,4.2,6831,Waste Walkers,Corrosive Studios LLC,Corrosive Studios LLC
4776,Action|Casual|Arcade|,2.8,3200,Rats - Time is running out!,Citeremis Inc.,Citeremis Inc.
4777,Action|,2.0,4635,Indie Game Battle,Blob Games Studio,Blob Games Studio
4778,Simulation|,2.6,7208,Take On Helicopters,Bohemia Interactive,Bohemia Interactive
4779,Adventure|Story Rich|Casual|,1.7,2409,I Am Your President: Prologue,President Studio,President Studio
4780,2D|Adventure|Simulation|Horror|Story Rich|RPG|Casual|,3.9,5914,Emily is Away <3,Kyle Seeley,Kyle Seeley
4781,Action|Adventure|RPG|Fantasy|Story Rich|Atmospheric|,4.1,3985,Kingdoms of Amalur: Re-Reckoning,KAIKO|Big Huge Games|38 Studios,KAIKO|Big Huge Games|38 Studios
4782,Simulation|,4.7,5163,Construction Simulator 2 US - Pocket Edition,weltenbauer. Software Entwicklung GmbH,weltenbauer. Software Entwicklung GmbH
4783,Adventure|Simulation|Casual|,0.2,6814,An Aspie Life,Bradley Hennessey|Joe Watson,Bradley Hennessey|Joe Watson
4784,Action|Adventure|Horror|FPS|,1.0,1531,Medusa's Labyrinth,Guru Games,Guru Games
4785,Adventure|Horror|,1.8,5880,Murder House,Puppet Combo,Puppet Combo
4786,Action|Adventure|Atmospheric|,4.3,7069,Velvet Assassin,Replay Studios,Replay Studios
4787,Action|FPS|,0.3,2745,Crosshair X,CenterPoint Gaming,CenterPoint Gaming
4788,Action|Adventure|Puzzle|Atmospheric|,1.9,9011,Fossil Hunters,Reptoid Games,Reptoid Games
4789,2D|Sci-fi|Adventure|Casual|,0.3,2626,Space Travel Idle,Ayatsuji_San,Ayatsuji_San
4790,Action|Sci-fi|Simulation|FPS|Strategy|,3.4,5631,Carrier Command: Gaea Mission,Bohemia Interactive,Bohemia Interactive
4791,Action|Adventure|,0.6,4888,The Butterfly Sign,Quantum Phoenix Kiev|Michail Romanov|Denis Esie|Bogdan Rozymny|Artem Lynev|Artur Samoylenko,Quantum Phoenix Kiev|Michail Romanov|Denis Esie|Bogdan Rozymny|Artem Lynev|Artur Samoylenko
4792,Puzzle|Casual|,5.0,2459,Puzzle Galaxies,Evermore Game Studios,Evermore Game Studios
4793,Action|Simulation|,4.5,9599,Arena: Blood on the Sand VR,Random Bird Studio,Random Bird Studio
4794,Adventure|Puzzle|Simulation|Story Rich|Casual|,4.2,6718,The Agency: Chapter 1,Sapphire Dragon Productions,Sapphire Dragon Productions
4795,Sci-fi|2D|Adventure|RPG|Strategy|,3.8,4724,City of Chains,Astronomic Games,Astronomic Games
4796,Action|Adventure|Simulation|Horror|RPG|Story Rich|Strategy|,4.2,5356,RUSSIAPHOBIA,European Flameworms,European Flameworms
4797,Action|Adventure|Simulation|FPS|RPG|Strategy|Casual|,2.0,8180,Time Clickers,Proton Studio Inc,Proton Studio Inc
4798,Sci-fi|Action|Strategy|Atmospheric|,4.4,4440,Master of Orion,NGD Studios,NGD Studios
4799,Puzzle|Strategy|Casual|,1.2,9140,Empire of the Gods,Lonely Troops,Lonely Troops
4800,Action|Sci-fi|,4.7,738,Blazing Core (beta),OctoBox Interactive,OctoBox Interactive
4801,Action|,0.4,4134,KAMUI,SITER SKAIN,SITER SKAIN
4802,Action|Adventure|Strategy|,0.2,5902,Antisquad,InsGames,InsGames
